emp_no,last_name,first_name,gender,to_date,salary
271039,Colorni,Cedric,F,1989-03-07,58248
271040,Sidou,Chirstian,M,1990-05-20,43832
271050,Koblick,Takushi,M,2000-04-05,82397
271053,Baby,Bernd,F,1988-08-09,42709
271063,Morrow,Ramzi,F,1986-10-26,65229
271068,Angel,Nahla,M,1991-05-08,43819
271077,Stille,Kannan,F,1994-07-09,57045
271103,Shigei,Berry,F,1989-03-13,40000
271109,Bednarek,Vincent,M,2000-04-30,63129
271124,Jarecki,Shooichi,F,1999-09-05,40000
271135,Brattka,Chinho,F,1989-06-26,40000
271143,Farris,Mizuhito,F,1989-04-06,40000
271145,Shackel,Stella,F,1988-07-19,70166
271148,Czaja,Adel,M,2000-05-30,40000
271172,Heijenga,Chandrasekaran,F,1989-04-23,46158
271179,Murrill,Jaewoo,M,1989-12-09,90327
271186,Engberts,Frederique,F,1993-06-07,40000
271189,Plump,Eirik,F,1999-02-20,40000
271199,Karner,Tzvetan,F,1998-04-05,40555
271201,Lagarias,Franziska,F,1987-08-24,56244
271203,Poupard,Karoline,M,1998-11-09,73409
271210,VanScheik,Lokesh,F,1989-01-07,40000
271232,Demian,Ingmar,M,1986-06-05,40000
271234,Gluchowski,Naftali,F,1986-12-21,40000
271255,Kusakabe,Shahid,F,1988-06-09,64225
271271,Seghrouchni,Yurii,M,1987-10-18,64955
271272,Matheson,Willard,M,1997-05-07,40000
271282,Siochi,Kamran,M,1987-07-15,75636
271284,Barvinok,Jackson,F,1988-12-29,49990
271300,Curless,Gilbert,M,1986-05-10,70448
271305,Zolotykh,Lena,F,1998-01-24,42121
271307,Pietrzykowski,Shaowei,F,1986-10-16,53061
271311,Gargeya,Christ,M,1992-12-13,72308
271330,Werthner,Phillip,F,1999-09-25,42913
271344,Rodiger,Eckart,M,1997-04-30,40000
271368,Tramer,Narain,M,1988-10-18,44990
271380,Dahlbom,LiMin,F,1992-10-05,73508
271383,Syang,Nishit,M,1989-10-01,40000
271384,Peron,Kwangho,M,1996-12-26,40000
271403,Kuzuoka,Baocai,F,1989-11-02,94810
271421,Litvinov,Nectarios,F,1997-10-24,40000
271429,Gustavson,Mostafa,M,1991-06-24,55365
271436,Cummings,Fei,F,1998-09-14,40000
271451,Leijenhorst,Bluma,M,1989-10-08,86718
271453,Gadepally,Shalesh,F,1988-05-30,52819
271477,Whittlesey,Naftali,M,1998-02-27,40530
271480,Cooley,Arumugam,F,1989-12-04,45121
271491,Snedden,Fen,M,1988-07-06,59543
271493,Jullig,Ulises,M,1988-12-26,40000
271495,Falco,Lena,M,1986-04-25,40000
271497,Bojadziev,Salvador,M,1989-05-16,40000
271504,Clemencon,Olivera,M,1988-12-04,52688
271536,Henders,Luisa,M,1989-01-13,40000
271537,Tiemann,Gio,M,1989-01-04,40000
271539,Rosca,Yakkov,F,1999-07-01,58787
271541,Cronau,Vidya,M,2000-05-21,82058
271545,Negoita,Temple,F,1988-04-25,79212
271549,Schauser,Bartek,F,1993-02-10,51148
271550,Menhardt,Mats,F,1998-07-25,75106
271560,Papastamatiou,Mohan,M,2000-07-08,63670
271565,Juneja,Sugwoo,M,1988-02-21,62945
271575,Tsunoo,Karoline,M,1998-09-09,40000
271576,Marquardt,Kirk,F,1989-03-03,62563
271579,Luan,Mechthild,F,2000-01-30,55010
271594,Jonsson,Marjo,M,1987-02-28,42787
271602,Baak,Troy,M,1988-05-17,40000
271603,Carrere,Szabolcs,F,1997-05-12,40000
271604,Bael,Phillip,F,1994-05-02,40000
271605,Yemenis,Demin,F,1986-04-09,62354
271607,Pezzoli,Augustine,M,1993-05-01,50681
271611,Raczkowsky,Vitaly,F,1993-12-16,66059
271631,Litecky,Ravishankar,M,1987-04-13,70605
271638,Plavsic,Jungsoon,M,2000-06-25,40000
271644,Peroz,Pranav,F,1986-06-14,40000
271648,Unno,Jungsoon,M,1989-12-18,40000
271679,Ladret,Shaz,F,1988-11-01,63737
271703,Flowers,Debatosh,M,1986-10-23,99281
271704,Gente,Vivian,M,1995-04-14,40000
271710,Ossenbruggen,Leszek,F,1988-09-10,40000
271727,Nourani,Dmitri,M,1999-02-08,40000
271752,Lipner,Yuguang,M,1986-12-16,46638
271754,Gente,Kenroku,M,1989-03-20,40000
271760,Yavatkar,Tzu,M,1988-01-11,56146
271763,Furedi,Alois,F,1988-08-07,40000
271793,Brendel,Kenroku,M,1988-08-04,40000
271801,Bernardeschi,IEEE,M,1986-04-14,43892
271803,Dichev,Tru,F,1986-02-11,68302
271828,Braunmuhl,Kamakshi,F,1988-05-31,64785
271837,Szmurlo,Narain,M,1996-05-01,48301
271847,Takanami,Valdiodio,M,1987-10-30,79780
271873,Jiafu,Piyush,M,1989-08-21,43151
271888,Gide,Dekang,F,1987-05-15,40000
271891,Ouhyoung,Karlis,M,1992-04-26,43535
271915,Anandan,Zhenbing,M,1987-10-09,40287
271918,Cronau,Giri,M,1988-09-05,40000
271922,Kalefeld,Val,F,1986-12-04,44967
271933,Ducloy,Arnould,M,1998-03-02,58049
271942,Borstler,Uta,F,1997-10-29,49633
271962,Ranft,Stamatina,M,1987-10-05,40000
271969,Heystek,Ranan,F,1986-02-22,45338
271973,Iwayama,Mototsugu,F,1990-11-26,40000
271976,Kuhnemann,Mary,F,1987-09-06,66603
271980,Angel,Shigenori,F,1987-05-31,96207
271991,Michaels,Kwangjo,F,2000-04-07,54170
272009,Woycyznski,Deborah,M,1987-07-01,44502
272021,Asrin,Baoqiu,M,1989-11-29,49057
272028,Curless,Laurentiu,M,1997-08-12,43152
272032,Zschoche,Ronghao,M,1987-12-11,40000
272085,Swen,Arie,M,1986-04-22,50027
272089,Makrucki,Reuven,M,1987-11-17,40000
272093,Alpin,Boalin,M,2000-03-30,76739
272094,Mamelak,Uli,M,1989-05-25,71222
272096,Veevers,Geoffrey,M,1986-05-04,40000
272104,Koshino,Paris,M,1996-11-15,57313
272109,Famili,Kellyn,M,1994-10-16,54351
272118,Ertl,Shigehiro,M,1989-09-16,68303
272119,Businaro,Akhilish,M,1991-03-03,40000
272123,Warwick,Sibyl,F,1989-07-05,40000
272125,Demir,Ranan,M,1989-08-11,49018
272146,Tramer,Tommaso,F,1986-06-05,54150
272162,Ouhyoung,Kwangyoen,M,1997-04-23,40000
272188,Luck,Vasilii,M,1994-06-19,116019
272197,Meriste,Wilmer,M,1999-05-29,40000
272203,Pardalos,Somnath,F,1988-07-03,40000
272214,Alpin,Yurij,F,1992-09-04,40000
272225,Millington,Martijn,M,2000-04-07,63730
272230,Peternell,Kwangsub,F,1988-11-05,40000
272239,Falster,Weiwu,F,1988-02-03,62475
272251,Grospietsch,Larisa,M,1989-07-28,51881
272252,Murillo,Gay,M,1994-11-15,58696
272254,Lambe,Danel,F,1991-05-27,52545
272259,Lorcy,Yongqiao,F,1987-03-27,40000
272269,Zhang,Jaewoo,F,1987-01-27,40487
272272,Fontet,Ziva,F,1989-03-05,40000
272281,Fairtlough,Abdelkader,F,1988-02-24,40000
272296,Bennet,Duro,M,1986-12-23,40000
272309,Waeselynck,Tadahiro,M,1989-10-19,40000
272317,Luga,Zhiguo,F,1988-07-23,67959
272322,DuCasse,Shrikanth,M,1988-07-25,40000
272324,Feinberg,Toshiko,M,1999-03-29,96619
272344,Vesna,Mamdouh,M,1990-07-14,69920
272349,Standera,Slavian,M,1987-04-05,40000
272353,Rajala,Kauko,F,1996-08-03,42766
272355,Setia,Ger,F,1988-07-26,40000
272378,Ranta,Kamakshi,M,1988-01-24,40000
272395,Kamble,Chenyi,F,1987-05-25,61237
272406,Zucker,Ger,M,1996-12-21,40000
272409,Sudbeck,Tomoyuki,M,1988-02-26,45272
272418,Versino,Golgen,F,1987-03-20,64812
272419,Kuhnemann,Masanao,F,1987-06-09,61273
272434,Ishibashi,Shugo,M,1986-09-15,52075
272438,Litecky,Tonia,F,1989-06-22,72757
272446,Molenkamp,Yonghong,F,1987-02-11,40000
272448,Pearson,Constantine,M,1988-12-01,40000
272486,Gide,Anneke,F,1986-10-01,59197
272498,Keohane,Mansur,M,1995-01-10,52836
272516,Socorro,Mansur,M,1988-12-07,40000
272520,Gomatam,Shigehito,M,1986-03-27,40000
272538,Hiroyama,Masoud,M,2000-02-11,87279
272541,Bade,Arie,M,1993-11-25,55393
272543,Karunanithi,Feiyu,M,1986-10-20,40000
272544,Malinowski,Yefim,F,1986-07-13,87832
272545,Rando,Kasturi,F,1992-12-19,40000
272550,Cmelik,Katsuyuki,M,1990-11-25,59928
272552,Azadmanesh,Tetsurou,M,1996-01-19,40000
272566,Kavraki,Tonia,F,1991-08-25,51857
272577,Glinert,Mark,M,1986-04-27,40000
267452,Goldhammer,Hitofumi,M,1990-12-02,58479
267460,Mukaidono,Surveyors,F,1994-01-08,40000
267467,Ramsak,Billur,M,1996-12-28,72373
267480,Koshiba,Xiaoqiu,M,1986-12-01,40000
267485,Tsunoo,Valery,M,1994-10-13,40000
267507,Riexinger,Peer,F,1994-04-26,40000
267508,Glowinski,Otmar,M,1993-11-16,52131
267527,Comte,Serenella,M,1992-09-27,40000
267534,Walstra,Teruyuki,M,1997-10-23,40000
267535,Maierhofer,Mototsugu,M,1999-08-27,40000
267540,Sabnani,Danny,M,1987-04-06,45137
267544,Honglei,Ingmar,F,1986-03-08,40000
267556,Molenaar,Gita,F,1992-09-02,42755
267575,Falster,Lalit,M,1986-09-30,40000
272766,Kilgore,Bodh,M,1987-01-26,46713
272781,Shinomoto,Kwan,F,1986-10-24,62003
272786,Loncour,Vesna,F,1987-12-06,50754
272806,Marrakchi,Tomokazu,M,2000-08-13,55607
272816,Litvinov,Gita,M,1987-01-17,71392
272825,Bahl,Kensyu,M,1995-07-02,78597
272826,Ranze,Odoardo,F,1991-12-20,49000
272832,Zizka,Nahid,M,2000-04-11,47461
272833,Maierhofer,Goo,M,1989-08-05,53415
272848,Silva,Kazuhira,F,1986-03-07,70300
272855,Ecklund,Rosalyn,F,1994-07-18,74210
272861,Angelopoulos,Gonzalo,M,1989-05-17,40000
272863,Hockney,Mang,F,1993-12-16,41762
272873,Thibadeau,Vitaly,F,1986-07-09,40000
272876,Standera,Aamer,M,1986-12-30,40000
272887,Acton,Baziley,F,1998-11-23,40000
272895,Hertweck,Berna,M,1999-08-19,40000
272897,Erde,Gila,M,1987-12-08,40000
272902,Shumilov,Junsik,F,1986-09-15,40000
272903,Mundy,Sergi,M,1989-07-19,40000
272930,Hoogerwoord,Sasan,M,1999-12-05,63077
272943,Gewali,Temple,M,1994-02-19,81125
272945,Mayerwieser,Tran,F,1997-05-03,40000
272947,Basawa,Kirk,M,1989-07-24,66630
272958,Chepyzhov,Marc,F,1989-08-13,43326
272961,Danner,Prodip,M,1989-07-28,40000
272974,Klerer,Waiman,M,1989-12-17,62812
272976,Hiraishi,Augustine,F,2000-02-26,50778
272991,Gerlach,Heejo,M,1986-08-13,53226
272995,Lampe,Yuping,M,1986-06-18,47434
273003,Rotem,Pantung,M,1986-07-13,47216
273007,Ghemri,Yuqun,M,1987-12-15,40000
273013,Rodiger,Taisook,F,1986-06-12,47310
273015,Blokdijk,Parviz,M,1990-11-21,59446
273032,Miyakawa,Jongsuk,M,1990-07-21,49815
273037,Bernini,Hongzue,F,1986-04-24,40000
273060,Riefers,Kitty,F,1994-09-03,40675
273067,Barinka,Matk,M,1988-01-04,62261
273068,Ramaiah,Arfst,F,1994-01-28,57131
273083,Vitiello,Kazuhito,M,1994-01-31,40000
273092,Hoogerwoord,Snehasis,F,1986-07-08,49004
273108,Murtafg,Zhiguo,F,1989-09-28,62487
273129,Whitcomb,Sumant,F,1992-12-13,58050
273132,Munro,Dmitry,M,1989-08-28,40538
273136,Sidje,Itzchak,M,1988-09-12,56525
272615,Heyers,Debatosh,F,1997-07-12,63848
273138,Rebaine,Mizuhito,M,1987-01-19,56094
272625,Roccetti,Hitomi,M,1992-11-17,58828
273157,Valtorta,Maik,M,1989-04-10,40000
272626,Pena,Sashi,M,1991-11-27,51895
272627,Chvatal,Naraig,M,1998-09-27,70603
272631,Liesche,Jianhua,F,1989-05-11,61717
272637,Greibach,Remzi,F,1998-08-20,64772
273177,Eickenmeyer,Shao,M,1988-04-16,40000
272648,Belinskaya,Jungsoon,M,1988-01-30,44517
272654,Uehara,Piyush,F,1987-05-03,48448
272657,Rusmann,Vincent,F,1986-07-30,52238
273181,Isard,Etsuo,M,1987-11-18,40000
272670,Schmittgen,Shigeichiro,M,1995-06-27,81797
272676,Hebden,Danny,M,1986-09-11,40000
273201,Molenkamp,Feipei,M,1989-08-18,49745
272683,Cyne,Monique,F,1999-01-22,46759
272685,Trachtenberg,Emdad,M,1986-05-11,97175
272691,Usery,Nectarios,M,1997-01-29,55747
272693,Douceur,Shichao,M,1989-08-10,40000
273208,Delgrange,Uta,M,1986-09-17,40000
272699,Uchoa,Elrique,F,1989-03-04,40000
272704,Laurillard,Noritoshi,M,1994-05-30,40000
272708,Huhdanpaa,Juyoung,F,1994-06-25,43553
273213,Sommen,Masako,M,1986-05-06,40691
272712,Heering,Utpal,F,1989-02-15,40000
272720,Carrere,Yuguang,F,1995-10-20,49915
273225,Zolotykh,Jeong,M,1987-11-16,42984
272726,Eppinger,Marsha,M,1990-09-21,82979
272727,Shiratori,Adam,M,1986-03-25,40000
272763,Zambonelli,Heekeun,M,1996-06-28,57264
273234,Pettis,Moto,F,1988-10-20,53644
273240,Brendel,Cordelia,M,1989-10-16,40000
273255,Haumacher,Neven,M,1996-06-14,40000
273276,Makrucki,Maya,M,1989-02-26,40000
273322,Lagarias,Jaana,F,1986-03-23,40000
273326,Gulik,Aksel,M,1987-01-14,61869
273329,Scharstein,Fumiyo,M,2000-04-28,65915
273333,Luff,Jungsoon,M,1989-07-17,40000
273277,Douceur,Renny,M,1989-12-28,82871
273344,Heiserman,Christ,M,1993-09-23,48887
273293,Gornas,Koldo,F,1988-08-10,53784
273352,Molenkamp,Sanjay,F,1989-05-26,46004
273360,Bade,Kellie,F,1986-05-04,43634
273367,Munawer,Shalesh,F,1986-02-03,47424
273298,Claffy,Gennady,M,1987-12-19,40000
273304,Melichar,Conrado,F,1996-09-20,40000
273306,Otillio,Ziyad,F,1988-05-14,40000
273318,Marrakchi,Baoqiu,M,1996-05-01,53519
273398,Bolsens,Masamitsu,M,1988-12-05,40000
273400,Hegner,Berni,F,1988-02-05,53129
273406,Randt,Hitofumi,M,1987-09-05,40303
273409,Camarinopoulos,Nectarios,M,1995-07-17,40000
273532,Bonifati,Sivanarayana,M,1991-12-22,77316
273425,Bottner,Martina,F,1988-09-22,47163
273427,Melski,Arvind,F,1991-03-08,48935
273429,Lovengreen,Abdulah,F,1995-04-22,64049
273477,Validov,Shaowen,M,1995-03-15,63003
273547,Melichar,Mohammed,M,1989-01-28,54518
273497,Birdsall,Mantis,M,1987-02-14,59908
273561,McAffer,Susanne,M,1986-11-09,54411
273563,Ohori,Shaz,F,1992-10-29,50179
273568,Kilgore,Mizuhito,M,1989-09-15,70246
273575,Colorni,Neelam,M,1989-12-02,46574
273593,Tyugu,Ranga,F,1990-09-12,40000
273711,Rodier,Kensyu,M,1986-05-29,40725
273712,Miara,Mart,M,1998-05-24,45703
273718,Nitto,Padma,M,1995-03-25,66725
273721,Wegerle,Kazuhisa,F,1998-02-23,61132
273596,Schwartzburd,Wuxu,M,1988-01-03,40000
273597,Penttonen,Takahira,M,1988-04-25,44832
273601,Seiwald,Anwar,F,1996-07-04,40000
273740,Cannata,Youpyo,M,1995-02-25,55400
273742,Armand,Rildo,F,1991-04-06,40000
273617,Nyanchama,Theron,M,2000-10-17,76704
273749,Standera,Youssef,M,1989-05-05,49766
273754,Chartres,Kristin,F,1998-01-26,60621
273762,Schaap,Masoud,M,2000-01-20,40000
273771,Perri,Sudhanshu,M,1988-11-13,59003
273631,Perfilyeva,Richara,F,1996-04-18,69661
273773,Seuren,Fan,M,1986-09-26,40000
273778,Landherr,Maik,M,1989-06-18,55474
273783,Vesna,Geoffrey,F,1988-12-13,57932
273792,McClurg,Berna,M,1988-05-21,45830
273638,Farrar,Chikara,M,1999-07-03,40000
273795,Lorho,Jianhao,M,1986-07-13,43773
273798,Gyimothy,Katsuo,M,1988-03-30,41894
273657,Hashii,Jouko,F,1987-05-29,40000
273822,Roison,Mana,F,1988-09-03,45872
273823,Salinas,Kolar,F,1989-01-28,57549
273658,Lipner,Jaana,M,1989-11-27,74405
273831,Farrar,Kousuke,M,1987-06-07,65524
273659,Smailagic,Toshimo,M,1987-03-26,66263
273843,Beetstra,Arvin,M,1989-10-17,41529
273864,Perelgut,Isaac,M,1989-11-24,46861
273867,Leaver,Arch,M,1987-12-10,55186
273881,Klerer,Stamatina,F,1986-09-05,40000
273883,Rothe,Sanjit,F,1988-03-17,43792
273894,Giaccio,Shalesh,F,1989-05-18,79985
273900,Waleschkowski,Jianhui,F,1998-04-02,60881
273902,Feldmann,Mabhin,F,1986-06-20,57098
273918,Samarati,Mario,M,1986-10-06,55037
273925,Cheshire,Bilhanan,F,1986-10-20,53991
273931,Zykh,Shahid,F,1996-05-25,60377
273933,Parfitt,Sreenivas,M,1988-10-16,92626
273935,Gils,Heng,M,1989-10-22,40000
273942,Boissier,Ayakannu,M,1988-07-29,44907
273945,Rijckaert,Aruna,M,1994-09-23,40000
273952,Braccini,Nahla,F,1988-03-21,40000
273958,Klerer,Jiafu,M,1988-11-01,49260
273964,Ratnaker,Nathan,F,1989-03-31,50294
273972,Conta,Danae,M,1986-07-16,40000
273981,Bratsberg,Gunilla,M,1986-04-15,49977
273983,Matzen,Manohar,F,1990-06-02,50723
273987,Halloran,Emran,M,1987-08-18,46484
273995,Litvinov,Hilary,F,1999-03-21,59837
273997,Braunschweig,Yechiam,M,1986-12-16,70325
274011,Mawatari,Breannda,M,1993-06-12,48022
274044,Erni,Yuchang,M,1987-05-30,55056
274052,Hempstead,Monique,M,1989-04-22,65076
274066,Aloisi,Navin,F,1986-05-11,65483
274084,Luon,Bernice,F,1997-01-27,43272
274087,Olano,Mari,F,2000-11-23,48955
274090,Peng,Franziska,F,1997-03-19,47080
274099,Perko,Stevo,F,1992-02-05,40000
274106,Herber,Leon,M,1997-02-02,63643
274118,Srimani,Kinh,F,1986-12-16,40000
274119,Narwekar,Hugo,M,1998-02-15,52843
274168,Clouatre,Kensyu,F,1993-05-27,40000
274181,Fortenbacher,Yechezkel,M,1994-07-14,62131
273663,Ananiadou,Bartek,M,1989-04-28,88441
274197,Randi,Geoffrey,M,1992-07-04,91290
274202,Christ,Guoxiang,M,1997-01-21,40000
273678,Cronau,Gro,M,1986-07-24,40000
274214,Conti,Tomoyuki,M,1996-04-01,63292
274220,Karcich,Apostol,M,1989-06-23,43525
273687,Beidas,Bouchung,M,1986-10-14,40000
274239,Borovoy,Juyoung,M,1991-08-29,64835
274436,Zockler,Brewster,M,1993-10-01,86796
274251,Kadhim,Heon,M,1991-09-17,82935
274440,Valette,Mahmut,M,1986-11-21,55196
274269,Nitto,Macha,F,1988-05-20,54497
274272,Conia,Persi,M,1992-11-07,67916
274278,Oberman,Horward,F,1997-06-12,40000
274441,Denis,Marla,M,1995-08-24,76067
274282,Bernatsky,Saeko,M,2000-03-18,65903
274283,Sherertz,Takahira,F,2000-07-24,49547
274458,Ghandeharizadeh,Arfst,M,1987-06-22,40000
274290,Birke,Tsuneo,F,1990-08-03,46369
274459,Curless,Manu,F,1993-05-22,62240
274319,Gammage,Sanjay,M,1988-05-01,43377
274462,Leonhardt,Mamdouh,M,1991-04-29,50690
274463,Glowinski,Uli,M,1987-05-17,40000
274473,Bhattacharjee,Rutger,M,1993-05-05,40000
274342,Baca,Mihalis,F,1987-05-09,84500
274346,Plessier,Sadun,M,1986-10-15,40000
274348,Siksek,Cheong,F,1988-10-08,45518
274349,Wilfing,Lubomir,F,1994-09-28,40000
274478,Paludetto,Sugwoo,F,1991-03-31,40000
274360,Oskamp,Shuzo,M,1987-07-15,40000
274489,Gulak,Dhritiman,M,1989-05-26,40000
274364,Kavraki,Reuven,F,1989-08-18,40000
274371,Delaune,Genki,M,1987-11-03,112020
274372,Atrawala,Herbert,F,1995-08-17,54544
274492,Zeilberger,Malu,M,1992-08-04,59356
274390,Salinas,Marsja,F,1997-01-30,48190
274496,Boguraev,Danae,F,1986-07-15,65770
274392,Schrooten,Matt,M,2000-10-21,40000
274397,Wendorf,Rimli,M,1993-06-16,75155
274508,Vickson,Rosli,M,1987-04-03,64288
274413,Valtorta,Stamatina,M,1987-11-25,40000
274511,Pews,Stafford,M,1987-12-26,40000
274523,Cronin,Mani,F,1989-02-15,45121
274427,Akaboshi,Guther,M,2000-01-21,67320
274428,Savasere,Lenore,M,1991-11-01,51882
274534,McClurg,Freyja,M,1986-08-19,40000
274543,Marrakchi,Teruyuki,F,1996-07-03,69666
274554,Rattan,Sakthirel,F,1994-05-13,56199
274624,Serna,Fun,F,1992-02-19,52377
274625,Assaf,Fatemeh,F,1988-07-18,80053
274627,Cooke,Ibibia,F,1995-07-17,40504
274560,Pusterhofer,Snehasis,M,1988-08-31,40000
274683,Strooper,Elrique,F,2000-05-20,40000
274563,Serre,Masaki,M,1988-06-24,41256
274572,Restivo,Barton,M,1998-06-30,40000
274704,Rothe,Masanao,M,1992-11-15,64892
274706,Thimonier,Xiaoqiu,F,1998-06-01,56651
274574,Bharadwaj,Chirstian,M,1987-05-09,82083
274714,Kakkad,Marit,M,1996-07-17,40000
274585,Itzfeldt,Aleksandar,F,1986-02-27,50350
274716,Legleitner,Jungsoon,F,1989-11-13,40000
274729,Glinert,Manibrata,M,1987-12-18,58984
274603,Erie,Harjit,M,1993-02-07,47038
274735,Haldar,Noritoshi,M,1986-03-02,63733
274742,Demos,Sadok,M,1988-08-27,52835
274743,Driscoll,Irena,M,1988-09-16,81844
274746,Slutz,Taegyun,F,1987-11-26,46385
274749,Danner,Luisa,M,1996-12-12,40000
274612,Masaki,Bodh,M,1988-06-13,64136
274757,Pettis,Jiann,M,1988-05-17,66163
274760,Prampolini,Goh,F,1986-09-29,67804
274761,Milicia,Jianwen,M,1994-03-06,40000
274809,Jayawardene,Taiji,M,1986-03-07,40000
274772,Busillo,Palash,F,1994-06-17,50299
274785,Krohn,Sandeepan,M,1988-03-06,77694
274817,Hainaut,Sastry,M,1986-11-19,40417
274833,Krohm,Chikako,M,1986-03-04,40000
274836,Furudate,Almudena,M,1989-08-17,40090
274991,Gide,Xinyu,M,1989-12-26,99624
274994,Casperson,Tru,F,1995-01-08,72901
274842,Dredge,Phillip,F,1994-09-21,56597
274996,Fioravanti,Abdelghani,F,1994-02-14,40000
275001,Mitina,Katsuo,M,1988-12-23,68485
275002,Yurek,Hercules,F,2000-07-24,48898
274845,Schaad,Satoru,M,1988-03-30,40000
275011,Wallrath,Leen,F,1989-02-24,60017
274856,Weedman,Fayez,M,1999-04-24,65798
275022,Yoshimura,Lansing,M,1996-12-28,59381
274869,Bressoud,Nadjib,M,1999-08-27,40000
275032,Rubsam,Horward,M,1988-10-02,40000
275042,Gide,Filipe,M,1997-01-18,47917
274872,Sessa,Przemyslawa,M,1988-06-27,60304
275048,Gniady,Nidapan,M,1991-11-18,40000
274875,Erbe,Teruyuki,M,1988-04-23,48410
274893,Kropatsch,Sverrir,M,1992-09-25,76796
275070,Maccarone,Yongdong,M,1992-02-22,40000
275076,Barbanera,Foong,F,1988-05-02,40000
275083,Kopetz,Pranjal,F,1997-07-07,40000
275085,Beetstra,Utz,M,1989-05-22,40000
275106,Muhling,Unal,M,1999-05-29,40000
275110,McConalogue,Pradeep,F,1986-11-10,65350
275120,Aamodt,Jaideep,M,1987-07-16,57206
275126,Dichev,Abdelkader,M,1988-12-21,56868
275144,Varman,Taegyun,M,1995-05-12,41226
275150,Pollacia,Naftali,M,1987-09-24,63738
274898,Deyuan,Qiwen,M,1986-08-19,43323
274903,Crooks,Fusako,M,1986-08-24,78539
275181,Kriebel,Yuchang,M,1987-11-15,40000
275182,Engberts,Poornachandra,M,1987-01-10,78472
275189,Katzenelson,Sachar,M,1995-07-08,45637
274910,Braccini,Parke,M,1994-02-09,80003
275194,Shobatake,Doowon,F,1991-07-23,46136
274913,Ishibashi,Dmitry,M,1990-11-10,46558
274925,Meriste,Sadun,M,1993-04-04,40000
274932,Schmiedel,Mikhail,M,1993-08-19,69901
275225,Luce,Mong,F,1999-10-27,54617
274935,Cannane,Christoper,F,2000-01-21,40000
274971,Kitsuregawa,Alper,M,1986-09-17,49406
275239,Collette,Guther,F,1988-09-06,40000
275252,Murtagh,Candida,F,1986-08-12,40000
275257,Yavatkar,Kasidit,F,1986-08-26,46995
275281,Veevers,Nadjib,M,1986-02-11,84368
275283,Ozery,Xiaopeng,M,1992-05-28,55602
274980,Slobodova,Sahrah,F,1987-05-04,63838
275285,Aingworth,Mana,M,1999-09-04,44323
275288,Sommen,Sadegh,M,1986-10-08,60653
274983,Gecsel,Shahab,M,1989-08-15,52206
274984,Marshall,Tesuya,M,2000-08-03,53151
275308,Chinin,Samphel,F,1991-02-06,72459
275313,Keustermans,Serge,M,1989-11-18,45798
274985,Emmerich,Alagu,M,1986-07-17,57279
275319,Vadhan,Mani,M,1995-10-31,44383
275357,Orsini,Ziya,M,1988-06-22,46312
275337,Matzke,Ortrud,F,1986-03-16,65673
275372,Danecki,Xuejia,F,1986-10-30,49344
275347,Spinelli,Parke,M,1991-11-30,85607
275386,Lortz,Parke,F,2001-01-03,83406
275403,Farrag,Fei,M,1989-02-13,63360
275549,Usdin,LiMin,M,2000-07-14,40000
275410,Businaro,Marin,F,1988-10-28,40000
275421,Cooley,King,M,1998-01-04,79820
275565,Bail,Frederique,F,1999-05-17,40000
275566,Birrer,Maja,F,1987-11-16,40000
275568,Bottner,Uwe,M,1986-04-12,40000
275570,Streit,Masaru,M,1991-07-23,76820
275431,Gomatam,Fumitake,M,1999-05-25,40000
275581,Azulay,Honglan,M,1997-07-17,40000
275588,Peak,Xumin,M,1989-02-14,72975
275435,Gluchowski,Fumiya,M,1990-04-03,54675
275599,Cichocki,Toshimi,F,1998-01-08,62267
275603,Rehfuss,Siddarth,F,1990-04-14,65064
275447,Begiun,Denny,M,1995-12-14,40000
275606,Alpay,Stamatina,F,1988-02-19,40000
275620,Yetim,Arunas,F,1989-03-27,60157
275622,Emiris,Ennio,M,1989-09-20,53289
275449,Lambe,Ronghao,M,1988-06-08,53607
275466,Puoti,Danco,M,1996-03-06,54370
275639,Claffy,Kasturi,M,1987-01-31,62187
275641,Ulupinar,Oldrich,M,1987-10-14,50413
275479,Ratnakar,Georgi,F,1988-03-14,63085
275504,Bahi,Aluzio,M,1993-08-08,52126
275675,Shanbhogue,Hitomi,M,1996-08-15,40000
275692,Soloway,Arfst,F,1991-11-29,80766
275700,Henseler,Jacopo,M,1997-05-01,44067
275531,Macedo,Doohun,M,1989-12-17,52385
275703,Unni,Panayotis,F,1986-08-23,40000
275706,Mandell,Arfst,F,1989-06-07,59173
275707,Skrikant,Junsik,M,2000-05-12,79590
275710,Hofmeyr,Abdelwaheb,M,1995-07-20,51041
275712,Karnin,Sverrir,M,1996-04-02,50336
275719,Nollmann,Licheng,M,1989-10-19,40000
275720,Leuchs,Zeljko,M,1988-09-23,70079
275721,Farrar,Shigeichiro,M,1986-09-07,50840
275533,Muhling,Takanari,F,1986-05-28,72289
275534,Oxman,Troy,M,1987-04-16,48146
275928,Braunmuhl,Manu,F,1988-10-10,69263
275735,Compeau,Chinya,F,1986-12-11,40000
275739,Snyers,Patricio,M,1995-03-29,60548
275751,Restivo,Pohua,M,1988-09-26,62788
275754,Rosaz,Debatosh,M,1986-06-29,83874
275762,Brlek,Hugh,M,1988-12-01,68879
275767,Varker,Uinam,F,1989-03-07,67739
275775,Oppitz,Dung,F,1997-05-26,40000
